,Brand Name,Name of the Product,Rating,No. of Ratings,Price,Expected Delivery,Availability,Returns/Exchange,Other Details
82,Brand: JohnMacc,JohnMacc 6-String Classical Musical Instrument Guitar Learning Toy for Kids,,12 ratings,"₹ 1,299.00","FREE delivery: Monday, April 26 Details",In stock.,7 Days Returnable,"About this item
Stylish Classic Guitar Produces Vibrant Sounds, Guitar Strings Are Tunable, String Tuning Mechanism Keeps Tuned Strings Tight.
It Is Fully Functional With All The Tuning Keys And Playable. This Children's Sized Acoustic Guitar Toy Is Ideal For Children To Get The Correct Posture And Learn How To Play Different Notes.
This Guitar Has Good Sound Quality It's Very Clear. And The Strings Are Good Quality. Good Wooden Finishing, It Is Made Up Of Good Quality Plastic & Is Good For Playing And Learning.
This Acoustic Guitar Makes A Great Gift For Kids. Lightweight, Easy To Hold, And Has A Nice Appearance, This Is Not A Professionally Manufactured Guitar, Just A Toy For Children.
This Guitar Is Lightweight And Portable And Comes With Strap So That Your Future Rock Star Can Handle It Easily While Performing.
› See more product details"
83,Brand: JUAREZ,"JUAREZ Arpeggio 39 Inch Acoustic Guitar Kit, Spruce Top, Rosewood Fretboard & Bridge, Truss Rod, Chrome Die Cast Machine Tuners, Natural",,7 ratings,"₹ 4,962.00","FREE delivery: Thursday, April 22 Details",In stock.,7 Days Replacement,"About this item
Juarez Arpeggio 39 Inch Acoustic Guitar Kit, Spruce Top, Rosewood Fretboard & Bridge, Truss Rod, Chrome Die Cast Machine Tuners, Natural"
84,Brand: Belear,Belear M-40 39 Inch Orange Classical Guitar With Bag and Picks,-,-,"₹ 4,478.00",FREE delivery: April 26 - 27 Details,Only 1 left in stock.,7 Days Replacement,"Premium classical guitar at an affordable price.
Spruce top perfect for kinds of playing styles and musical genres
Meranti back and sides, Nato neck with Rosewood bridge.
Great combination of deep, traditional, and delightfully mellow tone.
Allows developing proper classical guitar techniques.
› See more product details"
85,Visit the Kadence Store,Kadence Acoustica Series Semi Acoustic Ash Wood with Equlizer A-06 (Guitar),,369 ratings,"₹ 6,499.00","FREE delivery: Friday, April 23 Details
Fastest delivery: Wednesday, April 21
Order within 1 hr and 22 mins Details",In stock.,7 Days Replacement,"Product Type : Acoustic Guitar Fretboard material:Rosewood,Number of strings:6 Number of frets 21 Ash Wood Great sound quality
› See more product details"
86,Brand: Generic,Tunomatic Bridge Stopbar Set for Gibson LP Epiphone Guitar,-,-,-,-,Available from these sellers.,7 Days Replacement,
87,Brand: RockJam,RockJam RJEG02-SK-BK Electric Guitar Starter Kit (Black),,80 ratings,"₹ 7,949.00","FREE delivery: Saturday, April 24 Details",In stock.,7 Days Replacement,"About this item
Full size black rockjam electric guitar with spare strings, guitar picks, and a strap
10 watt amplifier with headphone output with guitar connector cable
3x single coil pickups for a truly versatile playing experience
Whammy bar for those string bending licks
Includes amp, lessons, strap, gig bag, picks, whammy, lead and spare strings
Country of Origin: China"
88,Brand: Belear,Belear I-280-WBR Couturier 38 Inch Brown Spruce Cutaway Acoustic Guitar with Truss Rod,-,-,"₹ 2,999.00",FREE delivery: April 26 - 27 Details,In stock.,7 Days Replacement,"Premium single-cutaway design for playing convenience
Solid Spruce top provides an ideal balance and between strength and flexibility
Catalpa neck, Rosewood fretboard with truss rod
Offers bright, responsive & balanced tone
Comfortable playability for beginners
Linden back & sides produces rich, warm lows and sweet sustain
Skilfully craftsmanship and the innovative design of the highest quality
Brown colour with Brush finishing
› See more product details"
89,Brand: Belear,"Belear K-610NAT 41 Inch Natural Dreadnought Acoustic Guitar With Bag, and Picks",-,-,"₹ 4,599.00",FREE delivery: April 26 - 27 Details,In stock.,7 Days Replacement,"41 Inch Dreadnought Acoustic Guitar offers a loud acoustic tone
Solid Spruce top provides an ideal balance and between strength and flexibility
Linden back & sides produces rich, warm lows and sweet sustain
Catalpa neck, Rosewood fretboard with truss rod
Comfortable playability for beginners
Natural with Matte finishing
› See more product details"
90,Brand: Belear,"Belear K-610NAT 41 Inch Natural Dreadnought Acoustic Guitar With Bag,Strap,String and Picks",-,-,"₹ 5,200.00",FREE delivery: April 26 - 27 Details,Only 1 left in stock.,7 Days Replacement,"41 Inch Dreadnought Acoustic Guitar offers a loud acoustic tone
Solid Spruce top provides an ideal balance and between strength and flexibility
Linden back & sides produces rich, warm lows and sweet sustain
Catalpa neck, Rosewood fretboard with truss rod
Comfortable playability for beginners
Natural with Matte finishing
› See more product details"
91,Visit the YAMAHA Store,"Yamaha F280 Acoustic Guitar, Tobacco Brown Sunburst",,6 ratings,"₹ 6,990.00",FREE delivery: April 24 - 25 Details,"In stock on April 22, 2021.
Order it now.",7 Days Replacement,"About this item
Comfortable playability for beginners
High durability and stability proven by Yamaha's quality standard
Made in Yamaha Music India factory"
92,Brand: OOM AKSHAR,OOM AKSHAR 4 String Decor Guitar Children's Musical Instrument Educational Toy Small Guitar for Beginners Kids Child - 23Inch,-,-,₹ 999.00,"FREE delivery: Monday, April 26 Details",In stock.,7 Days Replacement,"The Guitar is made of very good quality plastic, adequate to produce a very crisp and clear sound from Guitar
The size of the gitars for boys: 23 inch
This acoustic guitar makes a great gift for kids lightweight, easy to holdand has a nice appearance this is not a professionally manufactured guitar, just a toy for children recommended for ages above 6 years
gitars for girls has Made from high quality abs materials, non-toxic paints, safer for children
› See more product details"
93,Visit the YAMAHA Store,"YAMAHA Mexa Yamaha F310, Dreadnought Acoustic Guitar with Sponge Bag, Belt and Plectrums Combo Pack",,16 ratings,"₹ 12,499.00",FREE delivery: April 24 - 25 Details,In stock.,7 Days Replacement,"Dreadnought Acoustic Guitar
Durable Product
Includes Sponge Bag, Belt and Plectrums
› See more product details"
94,Brand: HOVNER,"Hovner Luna Rosewood Fretboard Blue Acoustic Guitar With Bag,Strap,1 Set of Extra Strings and 2 Picks (Blue)",-,-,"₹ 3,980.00","FREE delivery: Saturday, April 24 Details",In stock.,7 Days Replacement,"Great Sound ! Export Quality Guitar, Material: Rose Wood, String : Steel
Great looks with an innovative design to produce good quality sound
Adjustable bridge and reinforced Truss Rod with Volume and Tone Knobs.
Quick plug and play with amplifier, Bag,Strap,1 Set of Extra Strings and 2 Picks included
100% Genuine Product Sold and Fulfilled by K-Retail
› See more product details"
95,Brand: DEVICE OF URBAN INFOTECH,DEVICE OF URBAN INFOTECH 360 degree Rotational Electronic Highly Accurate Clip-on Digital Tuner Easy to Use for Acoustic and Electric Guitar Bass Violin Ukulele with 5 Pcs Picks (Design May Vary),,94 ratings,₹ 399.00,FREE delivery on orders over ₹ 499.00 shipped by Amazon,In stock.,7 Days Replacement,"【Tuning Instrument】Simplicity and accuracy, clip-on tuner for chromatic, guitar, bass, ukulele, violin
【6 String Tuner】6 C tone standard pitch ( bass mi, bass la, alto re, alto sol, alto Si and high pitched mi ), corresponding to the 6 strings of guitar or other musical instruments
【Automatic shut-off function】Clear LCD digital display with a good backlight making it easy to read, the tuner will be power off automatically after 3 minutes if no operation
【360 Degree Rotatable】With 360 degree rotational clip, you can adjust the angle you need
【Easy To Use】Lightweight and compact size, suitable for music teachers, professional and beginning players
› See more product details"
96,Brand: Generic,Sona Music place Guitar Indian With Truss Rod,-,-,-,-,Available from these sellers.,7 Days Replacement,"Scale Size(In Inchces):45
Fretboard Material:Rosewood
Bridge Material:Rosewood
Body material:Spruce Wood
› See more product details"
97,Brand: Belear,Belear K-610SSBM Vega 41 Inch Satin Sunburst Dreadnought Acoustic Guitar With Bag and Picks,-,-,"₹ 5,199.00",FREE delivery: April 26 - 27 Details,In stock.,7 Days Replacement,"41 Inch Dreadnought Acoustic Guitar offers a loud acoustic tone
Solid Spruce top provides an ideal balance and between strength and flexibility.
Linden back & sides produces rich, warm lows and sweet sustain
Catalpa neck, Rosewood fretboard with truss rod.
Comfortable playability for beginners.
Satin Sunburst with Matte finishing.
› See more product details"
98,Visit the JUAREZ Store,"Juarez JRZ-ST01 6-String Electric Guitar, Right Handed, Full Black, with Case/Bag and Picks",,136 ratings,"₹ 5,749.00","FREE delivery: Saturday, April 24 Details",In stock.,7 Days Replacement,"About this item
Number of Frets: 18
Great looks with an innovative design to produce quality sound
Fingerboard: Linden wood
Fretboard: Ebony wood
Size: Cutaway, 38 inches
Linden binding and full wood construction with geared tuning, wood frame and steel strings
Chrome die cast machine head
Show More"
99,Brand: Fender,Fender SA 135C 39 Inch 6 String Cutaway Acoustic Guitar - Hardwood Fretboard - Natural,,99 ratings,"₹ 7,456.00","FREE delivery: Saturday, April 24 Details",In stock.,7 Days Replacement,"Series: Sa series body shape: Concert body top: Laminated hardwood back and sides: Laminated mahogany body finish: Gloss
Bracing: Scalloped x rosette: Concentric rings neck: Nato neck finish: Gloss
Fingerboard material: Stained hardwood nut: Plastic tuning machines: Covered chrome
Bridge: Stained maple pickguard: Black hardware finish: Chrome
Country of Origin: Indonesia
› See more product details"
100,Brand: Belear,Belear I-280-CTBS Couturier 38 Inch Tobacco Brown Sunburst Cutaway Acoustic Guitar With Bag and Picks,-,-,"₹ 2,599.00",FREE delivery: April 26 - 27 Details,In stock.,7 Days Replacement,"Premium 38 Inch single cutaway acoustic guitar.
Top, back, and sides are made from Carbon fiber
Catalpa neck with Rosewood fretboard.
Carbon fiber is famous for resonant, tough, and resistant to temperature and humidity changes.
Full scale length with easy access to the upper frets.
Ultimate versatile guitar is suitable for both experts and beginners.
Tobacco Brown Sunburst color with matte finishing.
Skilfully craftsmanship and the innovative design of the highest quality.
› See more product details"
101,Brand: Belear,Belear I-280-CBLK Couturier 38 Inch Black Cutaway Acoustic Guitar With Bag and Picks,-,-,"₹ 2,549.00",FREE delivery: April 26 - 27 Details,Only 1 left in stock.,7 Days Replacement,"Premium 38 Inch single cutaway acoustic guitar
Top, back, and sides are made from Carbon fiber
Catalpa neck with Rosewood fretboard.
Carbon fiber is famous for resonant, tough, and resistant to temperature and humidity changes
Full scale length with easy access to the upper frets.
Ultimate versatile guitar is suitable for both experts and beginners.
Black color with matte finishing.
Skilfully craftsmanship and the innovative design of the highest quality.
› See more product details"
102,Visit the JUAREZ Store,"JUAREZ 41 INCH GUITAR JRZ41NG/BK, BLACK",,4 ratings,"₹ 3,329.00","FREE delivery: Saturday, April 24 Details",In stock.,7 Days Replacement,"About this item
JUAREZ 41 INCH GUITAR JRZ41NG/BK, BLACK"
103,Visit the JUAREZ Store,JUAREZ Arpeggio Guitar JRA41SP-RD-K,-,-,"₹ 4,570.00","FREE delivery: Saturday, April 24 Details",In stock.,7 Days Replacement,"About this item
JRA41SP-RD-K"
104,Brand: HOVNER,"Hovner Standard 185 Natural Rosewood Fretboard Acoustic Guitar With Bag,Strap,1 Set of Extra Strings and 2 Picks V2 (Green)",-,-,"₹ 3,790.00","FREE delivery: Saturday, April 24 Details",In stock.,7 Days Replacement,"41 inch Cut-A-Way Acoustic Guitar, Fretboard Material: Rose Wood, String : Steel
Great looks with an innovative design to produce good quality sound
Adjustable bridge and reinforced Truss Rod with high gloss finishing
Inbuilt pick up to plug and play with amplifier, Bag,Strap,1 Set of Extra Strings and 2 Picks included
100% Genuine Product Sold by K-Retail
› See more product details"
105,Brand: JUAREZ,"JUAREZ Arpeggio 39 Inch Semi-Acoustic Guitar Kit, Spruce Top, Rosewood Fretboard & Bridge, Truss Rod, 4 Band EQ, Chrome Die Cast Machine Tuners, Sunburst",,1 rating,"₹ 5,499.00","FREE delivery: Thursday, April 22 Details",In stock.,7 Days Replacement,"About this item
Juarez Arpeggio 39 Inch Semi-Acoustic Guitar Kit, Spruce Top, Rosewood Fretboard & Bridge, Truss Rod, 4 Band EQ, Chrome Die Cast Machine Tuners, Sunburst"
106,Brand: S.N.,"S.N. SHEELABEN ENTERP AccessoriesRISE 23"" 4 String Decor Guitar Children's Musical Instrument Educational Toy Small Guitar for Beginners Kids Child - 23Inch",,2 ratings,₹ 787.00,"FREE delivery: Monday, April 26 Details",In stock.,7 Days Replacement,"4 String which are tune-able. A very good toy for kids who are willing to learn guitar.
The Guitar is made of very good quality plastic, adequate to produce a very crisp and clear sound from Guitar
The size of the guitar: 23inch
This acoustic guitar makes a great gift for kids lightweight, easy to has a nice appearance this is not a professionally manufactured guitar, just a toy for children recommended for ages above 6 years
Made from high quality abs materials, non-toxic paints, safer for children
› See more product details"
107,Brand: HOVNER,"Hovner 150 Black Matt Cutaway Rosewood Fretboard Acoustic Guitar With Bag,Strap,1 Set of Extra Strings and 2 Picks V3",-,-,"₹ 3,790.00","FREE delivery: Saturday, April 24 Details",Only 2 left in stock.,7 Days Replacement,"Matt Finish Acoustic Guitar, Fretboard : Rose Wood, String : Steel
Premium Quality , Good Sound ,
Adjustable bridge and reinforced Truss Rod
Inbuilt pick up to plug and play with amplifier, Bag,Strap,1 Set of Extra Strings and 2 Picks included
100% Genuine Product Sold by K-Retail
› See more product details"
108,Visit the JUAREZ Store,"JUAREZ Arpéggio 41 Inch Semi-Acoustic Guitar Kit, Thin Line Body, Spruce Top, with 4 Band EQ, Natural",,2 ratings,"₹ 6,659.00","FREE delivery: Saturday, April 24 Details",In stock.,7 Days Replacement,"About this item
Thin Line Sleek Body, Glossy finish, Number of frets - 21, 41 Inch Acoustic Guitar with Dual Action Truss Rod which gives you the liberty to adjust the action of your neck in either direction if warped.
White+Black line ABS Binding and full wood construction with geared tuning, wooden frame and Alice Brand Stainless steel copper alloy strings. Features a sturdy top with smooth curves, promoting comfort during playing. This solid wood produces a smooth and rich sound ideal for rock, folk, country, and every genre in between!
Loosening a truss rod (turning counter-clockwise) adds relief to (decreases tension on) the neck which results in increased (higher) string action height. This reduces relief, lowering the string action (height of the strings over the frets). Turn the nut clockwise to tighten the rod.
6 Stainless Steel Alice Brand strings especially for beginners. Wound strings are made of copper alloy. Stainless steel plain string, steel core, copper alloy winding, anti-rust coating.
Material : Top- Spruce Wood, Back, Sides - Linden Solid Wood, Neck - Okoume, Fretboard & Bridge - Rosewood, Machine Head : Chrome Diecast, Stainless Steel Copper Wound Strings
4 Band Equalizer - EQ:7545R"
109,Visit the GIVSUN Store,"Givsun Venus Rose Natural 6-String Cut A Way Right Hand Acoustic Semi-Electric Guitar With Bag And Free 1 Set String,2 Picks",,6 ratings,"₹ 3,899.00","FREE delivery: Saturday, April 24 Details",In stock.,7 Days Replacement,"Acoustic 40 Inch Steel String Guitar With Trusted Brand GIVSUN
Finish - Glossy Top - Basswood Back/Sides
Package Content: 1 Guitar, 1 Bag & Free 1 Set String, 2 Picks
Great Looks With An Innovative Design To Produce Good Quality Sound
Popular With Beginners To Advanced
› See more product details"
110,Brand: Asago,Asago 4 String Children's Musical Guitar Instrument For Beginner Educational Toy Guitar Musical Sound Toys Best Gift for Children,-,-,₹ 799.00,"FREE delivery: Monday, April 26 Details",In stock.,7 Days Replacement,"♥ This guitar has good sound quality and good wooden finishing it is made up of good quality plastic and is good for playing and learning
♥ It is fully functional with all the tuning keys and playable this children's sized acoustic guitar toy is ideal for children to get the correct posture and learn how to play different notes
♥ Helps kids have fun and stimulate and develop their talent and interest this guitar is 24 inches in length
♥ String which are tune-able. A very good toy for kids who are willing to learn guitar.
♥ This guitar has good sound quality and good wooden finishing it is made up of good quality plastic and is good for playing and learning
♥ This Acoustic Guitar makes a great gift for kids. Lightweight, easy to hold, and has a nice appearance.
♥ Helps kids have fun and stimulate and develop their talent and interest this guitar is 24 inches in length
› See more product details"
111,Brand: Gibson Gear,"Gibson SAG-CPB13 Coated Phosphor Bronze Acoustic Guitar Strings 13-56, Medium",,8 ratings,-,-,Available from these sellers.,7 Days Replacement,"Ultra-thin coating extends string life without sacrificing tone
Phosphor bronze wound for ultimate clarity and warmth
Developed and tested by Gibson Master Luthiers
Medium Gauge: .013 .017 .026 .035 .045 .056
For more details please contact info@trimacppl.com
› See more product details"
112,Visit the blueberry Store,"Blueberry B-40, 40"" Acoustic Guitar Kit with Bag,Belt, One Pack Strings & Picks (Sunburst)",,1 rating,"₹ 3,595.00",FREE delivery,In stock.,7 Days Replacement,"Material: Top: Spruce wood, Side & Back: - linden wood, Fingerboard:- Rosewood Wood
Bridge：Rosewood, Neck: Catalpa wood, Machine head: Chrome die cast, Binding: ABS, Finish: Gloss.
Truss Rod for better adjustment of Guitar Action , Size 40-inch,Stlye - Cutway, innovative design to produce good quality sound
Includes: 40"", Acoustic guitar with Belt, bag, string set and 2 picks
Note: Product design may slightly vary Due to Photography lighting effect
› See more product details"
113,Brand: Luximal,Luximal 4 String Musical Guitar For Kids Instrument Acoustic Learning Educational Small Toy For Child with Ability Random Brown Color Best Gift For Boys & Girls,,4 ratings,₹ 829.00,"FREE delivery: Monday, April 26 Details",In stock.,7 Days Replacement,"4-string Guitar Toy for Kids with Adjustable Tuning Knobs for Intellectual Development and also to develop talent and interest in kids.
This guitar has good sound quality & good wooden finishing.It is made up of good quality plastic & is good for playing and learning.
Provides screen free fun: A junior scale 4 string guitar perfect for use on lessons, recitals, band rehearsals, on-stage performances or when practicing at home. The mini guitar can attract the interests of kids, and reduce their dependency on the phone, computer, or other electronics.
Great for beginners: It has a traditional classic body style great for beginners and children learning to play guitar. Give your best performance whether you're in the music studio or out at a bonfire with friends. Take your music with you.
This Acoustic Guitar makes a great gift for kids. Lightweight, easy to hold, and has a nice appearance.This is not a professionally manufactured Guitar, just a toy for Children.
› See more product details"
114,Brand: DEVICE OF URBAN INFOTECH,DEVICE OF URBAN INFOTECH Tuning Peg Silver for Acoustic Guitar Parts Tuners Keys Semi-closed Guitar String Tuning Pegs Tuner Machine Heads Knobs Tuning Keys for Acoustic & Electric Guitar 3R+3L(6 PCS),,3 ratings,₹ 499.00,FREE delivery,In stock.,7 Days Replacement,"Package Includes: 6 X Machine heads(3L + 3R),12 X Mounting screws ,6 X Ferrules
Materials: chrome finish zinc alloy metal, plastic
6 Pieces Guitar Keys for Acoustic Guitar Chrome Tuning Pegs Keys 3 Left 3 Right6 Pieces Guitar Keys for Acoustic Guitar Chrome Tuning Pegs Keys 3 Left 3 Right
Adjustable - Guitar machine heads knobs with heavy duty internal gear can be tuned tight to make your guitar sound stable
› See more product details"
115,Brand: DEVICE OF URBAN INFOTECH,DEVICE OF URBAN INFOTECH Tuning Peg Silver for Acoustic Guitar Parts Tuners Keys Semi-closed Guitar String Tuning Pegs Tuner Machine Heads Knobs Tuning Keys for Acoustic & Electric Guitar 3R+3L (6PCS),-,-,₹ 499.00,FREE delivery,In stock.,7 Days Replacement,"Package Includes: 6 X Machine heads(3L + 3R),12 X Mounting screws ,6 X Ferrules
Materials: chrome finish zinc alloy metal, plastic
6 Pieces Guitar Keys for Acoustic Guitar Chrome Tuning Pegs Keys 3 Left 3 Right6 Pieces Guitar Keys for Acoustic Guitar Chrome Tuning Pegs Keys 3 Left 3 Right
Adjustable - Guitar machine heads knobs with heavy duty internal gear can be tuned tight to make your guitar sound stable
› See more product details"
116,Brand: Medellin,Medellin MED-BLU-C Linden Wood Acoustic Guitar,,341 ratings,"₹ 2,399.00","FREE delivery: Friday, April 23 Details
Fastest delivery: Wednesday, April 21
Order within 1 hr and 15 mins Details",In stock.,7 Days Replacement,"Material: Wood
Colour: Blue
Acoustic Guitar
› See more product details"
117,Visit the Kadence Store,"Kadence Frontier Jumbo Semi Acoustic Guitar With Die Cast Keys,Super Combo (Bag, 1 pack Strings, Strap, Picks, Capo, Tuner (black & stand)",,378 ratings,"₹ 5,999.00","FREE delivery: Friday, April 23 Details
Fastest delivery: Wednesday, April 21
Order within 1 hr and 15 mins Details",In stock.,7 Days Replacement,"QUALITY STRINGS ---The surface is coated with a film coating, which is not easy to rust, which prolongs the use time of the strings and reduces the burden on the fingers when pressing the strings.
DESIGN --- Simple head design, streamlined curvature makes the head and the body integrated, beautiful. The rosewood bridge has high hardness, strong vibration conductivity, stable and rich tone transmission.
SIZE (41 inch)---Suitable for the guitarist over 14 years old, especially the beginners, students or adults.
ADJUSTABLE ACTION----Built-in truss rod can balanced the tension caused by strings or temperature change shrinking, for a straight and durable neck. The adjustable acoustic guitar neck allows your hand to stay in a comfortable position by keeping the strings in a perfect height.
Package Details:1 pack of Strings, picks, turner, foldable guitar stand, bag, strap and capo
ELECTRO-ACOUSTIC---Built-in preamp for amplified use with volume control, 4 band EQ: bass and treble, integrated tuner for fast and easy tuning.
› See more product details"
118,Visit the Kadence Store,"Kadence Slowhand Premium Jumbo Semi Acoustic Guitar with Heavy Padded Bag, guitar cable, Pro Capo and Fibre guitar stand (Black Spruce Wood)",,100 ratings,"₹ 10,999.00","FREE delivery: Friday, April 23 Details",Only 1 left in stock.,7 Days Replacement,"QUALITY STRINGS ---The surface is coated with a film coating, which is not easy to rust, which prolongs the use time of the strings and reduces the burden on the fingers when pressing the strings.
DESIGN --- The Deep Pore paint finish, Simple head design, streamlined curvature makes the head and the body integrated, beautiful. The rosewood bridge has high hardness, strong vibration conductivity, stable and rich tone transmission.
SIZE (41 inch)---Suitable for the guitarist over 14 years old, especially the beginners, students or adults.
ADJUSTABLE ACTION----Built-in truss rod can balanced the tension caused by strings or temperature change shrinking, for a straight and durable neck. The adjustable acoustic guitar neck allows your hand to stay in a comfortable position by keeping the strings in a perfect height.
With Combo, Heavy Padded Bag, Pro Capo and Fiber Body Stand
ALL ACCESSORIES INCLUDED---Kadence Slowhand Guitar comes with zipped padded bag, in-built tunner, adjustable guitar strap, extra strings, 3 guitar picks, capo, foldable guitar stand and a Guitar cable.
PROTECTIVE PADDED bag---Take your guitar with you to school or on trips with a stylish and protective carrying case, designed with foam pads, a shock-proof rubber bottom, and even a front storage for your capo and extra picks
› See more product details"
119,Visit the Guitar Bro Store,"GUITAR BRO - COMBO (Black Acoustic Guitar for Beginner, Guitar Learning Kit, Song Book, Video Lectures, Accessories like Pick, Bag)",,18 ratings,"₹ 6,499.00","FREE delivery: May 6 - 10 Details
Fastest delivery: May 5 - 8 Details",In stock.,7 Days Replacement,"GUITAR BRO +20 mins FREE VIDEO Demo - is a learning kit which includes proprietary gadget, video lectures & songbook
LIDEN WOOD GUITAR - A 39-inch acoustic guitar for beginners. With warm sound and quality strings, guitar picks and accessories, this is suitable for learners
COMPATIBLE AND EASY TO FIT - Learning kit can be used for standard size 38-inch guitars, 39-inch guitars both acoustic and semi-acoustic. It is only for Right Handed players and compatible with an acoustic guitar for men, women, kids above 10 years or adults who need self-learning methods. It does not work on nylon string guitars but only on acoustic guitar strings made of steel.
SELF LEARNING KIT - Learn Guitar At Home, At Your Own Time. Learn chords and play songs.
WHAT DO YOU LEARN - The online guitar course will teach you from very basic things like how to hold a guitar, How to tune a guitar without using a tuner, How to use a metronome, how to install the Guitar Bro Tool to advance things like strumming and chords.
› See more product details"
120,Visit the JUAREZ Store,"Juarez JRZ-ST01 6-String Electric Guitar, Right Handed, Full Black, with Case/Bag and Picks",,136 ratings,"₹ 5,749.00","FREE delivery: Saturday, April 24 Details",In stock.,7 Days Replacement,"About this item
Number of Frets: 18
Great looks with an innovative design to produce quality sound
Fingerboard: Linden wood
Fretboard: Ebony wood
Size: Cutaway, 38 inches
Linden binding and full wood construction with geared tuning, wood frame and steel strings
Chrome die cast machine head
Show More"
121,Visit the Ibanez Store,"Ibanez Acoustic Guitar MD39C Right Handed Cutaway Guitar - Sunburst With Bag, Belt, Plectrums Complete Pack.",,7 ratings,"₹ 7,999.00",FREE delivery: April 24 - 25 Details,In stock.,7 Days Replacement,"Type - Acoustic Guitar with cutaway Model - MD39C Fret with truss rod
Top - Spruce Back & Sides - Nato
Size - 39 inches Number of Strings - 6
Number of Frets - 20
Fingerboard Material - Rosewood Finish - Sunburst
› See more product details"
122,Brand: HOVNER,"Hovner 215 Blue F-Cut Rosewood Fretboard Acoustic Guitar With Bag,Strap,1 Set of Extra Strings and 2 Picks V2",-,-,"₹ 3,980.00","FREE delivery: Saturday, April 24 Details",Only 1 left in stock.,7 Days Replacement,"41 inch F- Cut Acoustic Guitar, Fretboard : Rose Wood, String : Steel
Great looks with an innovative design to produce good quality sound
Adjustable bridge and reinforced Truss Rod
Inbuilt pick up to plug and play with amplifier, Bag,Strap,1 Set of Extra Strings and 2 Picks included
100% Genuine Product Sold by K-Retail
› See more product details"
123,Brand: HOVNER,"Hovner 150 Black Matt Cutaway Rosewood Fretboard Acoustic Guitar With Bag,Strap,1 Set of Extra Strings and 2 Picks V3",-,-,"₹ 3,790.00","FREE delivery: Saturday, April 24 Details",Only 2 left in stock.,7 Days Replacement,"Matt Finish Acoustic Guitar, Fretboard : Rose Wood, String : Steel
Premium Quality , Good Sound ,
Adjustable bridge and reinforced Truss Rod
Inbuilt pick up to plug and play with amplifier, Bag,Strap,1 Set of Extra Strings and 2 Picks included
100% Genuine Product Sold by K-Retail
› See more product details"
124,Brand: HRB MUSICALS,"HRB MUSICALS Stainless Steel Acoustic Guitar string 1st E String 2pc, 2nd B string 2pc, (Pack of 4 Pieces)",-,-,₹ 220.00,"FREE delivery: Wednesday, April 28 Details",In stock.,7 Days Replacement,"NO.1 String E-1st .012 inch (each 2pcs)
NO.2 String B-2nd .016inch (each 2pcs)
Acoustic Steel-String Guitars 2pcs+2pcs=4 pcs string come in one pack
Durable product
2pcs+2pcs=4 pcs string come in one pack
› See more product details"
125,Brand: DIKUJI ENTERPRISE,DIKUJI ENTERPRISE 6 String Decor Guitar Children's Musical Instrument Educational Toy Guitar for Beginners Kids Childs (Color May Vary),-,-,"₹ 1,299.00","FREE delivery: Sunday, April 25 Details",In stock.,7 Days Replacement,"🎸 Stylish Classic Guitar Produces Vibrant Sounds, Guitar Strings Are Tunable, String Tuning Mechanism Keeps Tuned Strings Tight.
🎸It Is Fully Functional With All The Tuning Keys And Playable. This Children's Sized Acoustic Guitar Toy Is Ideal For Children To Get The Correct Posture And Learn How To Play Different Notes.
🎸This Guitar Has Good Sound Quality It's Very Clear. And The Strings Are Good Quality. Good Wooden Finishing, It Is Made Up Of Good Quality Plastic & Is Good For Playing And Learning.This Guitar Has Good Sound Quality It's Very Clear. And The Strings Are Good Quality. Good Wooden Finishing, It Is Made Up Of Good Quality Plastic & Is Good For Playing And Learning.
🎸This Acoustic Guitar Makes A Great Gift For Kids. Lightweight, Easy To Hold, And Has A Nice Appearance, This Is Not A Professionally Manufactured Guitar, Just A Toy For Children.
🎸This Guitar Is Lightweight And Portable And Comes With Strap So That Your Future Rock Star Can Handle It Easily While Performing.
› See more product details"
126,Visit the VAULT Store,"Vault Junior 1/2 Size Acoustic Guitar for Kids With Gigbag, Strings, Polishing Cloth, String Winder and Picks",,17 ratings,"₹ 3,829.00",FREE delivery: May 5 - 8 Details,In stock.,7 Days Replacement,"Size : 30” Steel Stringed Number of Strings : 6 Colour :Natural
Body shape : Dreadnought (Full bodied) Finish : Natural/Smooth Top Material : Spruce
Back & Sides Material : Basswood Binding Material : Composite Neck Material : Basswood
Fingerboard Inlay: Dots Number of Frets: 22
Tuners:Die-Cast Truss Rod :Dual-action
› See more product details"
127,Visit the Kadence Store,"Kadence Frontier Series Acoustic Guitar with Truss Rod Jumbo 41 inch, Black With Die Cast Keys",,13 ratings,"₹ 5,279.00","FREE delivery: Friday, April 23 Details
Fastest delivery: Wednesday, April 21
Order within 1 hr and 13 mins Details",Only 1 left in stock.,7 Days Replacement,"Scale Size(In Inchces):45
Fretboard Material:Rosewood
Bridge Material:Rosewood
Body material:Spruce Wood
› See more product details"
